"X","year","month","day","hour","PM2.5","PM10","SO2","NO2","CO","O3","TEMP","PRES","DEWP","RAIN","wd","WSPM"
1252,2015,11,17,16,95,123,13,69,2400,13,7.4,1022.9,1.5,0,"SE",2.8
1253,2014,10,8,9,204,235,3,87,1600,2,15.4,1016.6,11.8,0,"E",0.9
1254,2014,6,22,6,21,28,2,67,600,18,19.8,1005.3,16.4,0,"N",2.1
1255,2016,5,12,13,23,39,8,21,1500,89,17.1,1010,-1.1,0,"NW",5.1
1256,2014,3,17,20,18,141,6,34,300,55,16.3,1012.8,-6.1,0,"NW",2.7
1257,2013,9,10,12,3,6,2,19,300,66,28.3,1008.5,5.2,0,"NW",4.6
1258,2015,5,24,20,73,136,19,51,1000,203,28.7,1000.8,11.3,0,"SW",2.1
1259,2015,11,6,22,10,10,3,17,400,51,1.4,1025.7,-1,0.1,"NE",2.8
1260,2015,9,8,22,65,97,9,67,1100,126,21.3,1012.6,16.9,0,"NE",0.3
1261,2014,11,30,9,12,12,17,28,400,50,5.6,1018.5,-6,0,"NW",5.4
1262,2013,9,14,0,91,106,3,71,1600,4,20.3,1002.4,20,0,"E",1
1263,2014,11,2,0,8,30,3,38,200,38,11,1017,-5.9,0,"NW",2.1
1264,2014,9,5,11,108,173,18,57,1300,106,27,1006.7,19.1,0,"N",1.2
1265,2015,5,13,15,136,209,12,105,900,201,30,987.8,10,0,"SE",1.9
1266,2014,3,19,18,39,54,18,26,500,93,9.8,1019.3,-1.6,0,"S",0.6
1267,2014,1,28,6,11,21,22,17,500,47,-5.1,1025.9,-19.3,0,"S",0
1268,2013,6,3,23,115,159,15,140,1800,70,22,1003.7,13.6,0,"SE",0.2
1269,2015,4,3,17,46,46,4,30,800,129,14.8,1007.9,0.6,0,"S",2.4
1270,2014,6,24,0,40,77,4,87,800,74,22,1001.7,16.9,0,"W",0.4
1271,2014,1,4,6,63,75,40,65,1500,2,-4.7,1020.4,-6.5,0,"E",1.3
1272,2016,11,17,11,75,115,41,56,2100,9,6.7,1021.1,-2.5,0,"S",1.3
1273,2013,7,10,21,31,31,3,66,1100,2,23.2,1002.1,21.6,0,"NW",0.9
1274,2015,12,17,11,41,41,24,65,1500,20,0,1029.6,-14.4,0,"W",2.2
1275,2014,6,10,20,78,90,5,45,1500,89,20.3,1005.8,16.7,0,"S",0.9
1276,2014,11,10,16,79,86,15,101,900,30,14,1016,-3.3,0,"S",1.9
1277,2016,1,12,2,12,17,8,31,400,46,-7.3,1032.3,-22,0,"N",3
1278,2013,11,22,19,191,180,62,112.2991,2300,6,5.4,1018.1,-3.9,0,"SW",0.8
1279,2017,1,20,6,3,14,5,18,300,61,-7.075,1031.75,-22.5,0,"NW",2
1280,2016,8,5,4,59,59,3,21,800,49,25.8,1006,23.7,0,"E",1.4
1281,2015,6,25,14,134,134,13,51,1000,117,27.3,996.4,17.5,0,"S",2.1
1282,2014,5,22,13,140,140,31,32,1200,282,33.8,1001.6,7.7,0,"SW",5
1283,2016,6,30,2,78,78,2,92,1000,5,21.9,1000.1,17.9,0,"NE",2.3
1284,2016,2,21,9,70,75,33,77,2600,8,-3.4,1024.6,-13.9,0,"E",1.5
1285,2016,12,2,21,225,266,35,123,2500,7,2,1022.6,-4.3,0,"W",0.6
1286,2013,7,13,2,128,93,9,24,1200,55,24.7,1002,23.5,0,"SE",1.1
1287,2016,7,5,12,71,78,6,31,1000,150,30.3,1007,16.7,0,"SE",2.3
1288,2013,4,26,12,58,178,74,69,800,85,22.7,1005.2,1.6,0,"SE",2.6
1289,2015,7,27,5,20,40,2,25,700,117,24.6,1000.8,20.9,0,"SE",1.4
1290,2016,12,7,9,93,150,23,87,3300,6,1.9,1022.6,-7.2,0,"E",1.1
1291,2016,7,17,5,52,62,2,79,1000,3,22.9,1002.2,17.6,0,"NE",1.3
1292,2015,10,16,15,294,294,33,117,2000,208,23.9,1011.9,11.6,0,"S",1.6
1293,2015,1,20,4,89,113,40,81,2300,2,-5,1021,-9.1,0,"NE",0.9
1294,2015,11,17,0,71,80,16,97,1500,5,3.9,1018,0.2,0,"W",1
1295,2013,8,30,18,12,13,5,31,400,74,24.2,1006.5,9,0,"E",1.8
1296,2016,12,9,8,6,21,8,34,500,40,0,1024.7,-12.7,0,"NE",2
1297,2013,10,18,22,231,252,39,136,3100,2,11.7,1020.3,10.1,0,"N",0.7
1298,2016,10,23,9,31,31,7,39,700,10,9.4,1021.25,2,0,"NW",1.9
1299,2016,9,17,21,30,83,2,58,800,2,19.1,1015.8,16.5,3.5,"NW",1.2
1300,2013,5,9,21,65,79,7,72,700,52,16.3,1004.4,11.2,0,"S",1
1301,2014,6,10,9,84,131,25,61,1800,38,21.4,1005.3,15.7,0,"SE",1.8
1302,2016,10,19,6,160,171,5,57,2600,2,15.9,1012,14.6,0,"SW",0.2
1303,2015,1,18,16,14,143,5,16,300,92,3,1016,-15.7,0,"NW",5.7
1304,2014,8,19,18,50,86,7,27,800,198,29.6,1005.3,18.1,0,"SW",3
1305,2014,2,13,20,207,218,113,106,3200,3,-2.4,1027.5,-8.3,0,"NE",1.4
1306,2016,9,27,17,10,20,2,14,300,61,19.85,1018,2.7,0,"NE",4
1307,2016,1,30,10,32,32,14,47,900,39,-6.5,1032.9,-22.9,0,"NE",2.5
1308,2014,12,19,12,12,24,13,22,400,65,3,1017,-15.2,0,"NW",6.1
1309,2017,1,23,16,35,52,14,42,700,44,0.025,1029,-18.4,0,"NE",0.8
1310,2015,3,1,8,59,96,16,74,1300,6,-0.1,1018.6,-10.6,0,"W",1.2
1311,2015,12,19,15,159,166,40,155,3400,7,2.3,1028.6,-4.9,0,"NE",1.5
1312,2013,6,26,11,210,165,7,36,2000,106,27.6,993.5,22.3,0,"S",1.3
1313,2015,9,14,5,62,113,8,86,900,2,15.6,1013.2,13.8,0,"NE",1.3
1314,2015,6,13,16,17,25,4,16,500,140,27.9,1000.2,13.4,0,"SE",2.4
1315,2015,7,21,16,160,160,2,24,1100,173,29.6,998.8,22.6,0,"S",2.6
1316,2013,4,18,11,9,24,3,11,200,95,12.2,1020.2,-15.5,0,"NE",4.2
1317,2016,11,25,14,103,143,27,89,2000,10,5.6,1019.8,-8.7,0,"E",1
1318,2014,3,7,0,58,123,28,58,1100,13,1.7,1024.9,-11.5,0,"S",2
1319,2016,7,28,11,42,57,2,47,800,92,29.8,997.7,21.2,0,"W",1.4
1320,2013,8,27,15,72,101,12,43,1500,93,27,1002.2,22.8,0,"E",1.6
1321,2015,7,21,3,97,97,2,57,1300,13,23.1,1002.1,22.3,0,"E",1.2
1322,2016,5,24,13,14,25,2,13,300,131,27.7,997.9,4,0,"SW",3.3
1323,2016,2,23,10,6,17,8,14,300,76,-0.5,1036,-20.8,0,"N",3.3
1324,2016,4,21,4,105,148,9,139,1200,3,10.6,1001.3,6,0,"NE",0.9
1325,2016,1,28,13,126,126,41,62,1600,42,1.8,1025.2,-18.3,0,"NE",2
1326,2013,12,28,14,15,16,8,18,300,59,2.1,1020.9,-22.7,0,"NW",3.3
1327,2014,12,7,12,43,77,35,42,1000,43,3,1019,-19.7,0,"NW",4.1
1328,2015,6,17,15,27,54,3,17,600,222,26.6,997.3,16.5,0,"NE",6.4
1329,2015,2,4,15,11,54,11,23,400,81,5,1023,-17.4,0,"NW",5.2
1330,2013,3,18,0,485,461,62,161,4200,107,8.4,997.9,3.8,0,"E",1.1
1331,2013,8,12,17,38,45,4,21,800,118,29.3,999.8,24,0,"SW",1.1
1332,2015,10,25,9,30,31,13,47,700,16,10.7,1026.2,-2.7,0,"SE",1.2
1333,2013,10,14,14,4,6,1,19,200,48,13.7,1024.6,-4,0,"NE",3
1334,2014,12,10,22,9,24,6,27,300,54,-2,1028,-16.5,0,"NE",0.1
1335,2014,12,29,13,38,80,23,53,900,46,10,1005,-14,0,"N",3.9
1336,2013,11,20,16,38,34,9,28,300,47.3382,8.3,1018.6,-9.2,0,"E",0.9
1337,2016,9,4,14,74,74,10,12,700,219,30.4,1004.5,17.5,0,"S",2.7
1338,2015,7,13,0,40,86,3,52,900,107,26.2,992.9,20.5,0,"NE",0
1339,2016,3,26,18,16,28,2,24,200,86,19,1016.5,-11.1,0,"NW",3.2
1340,2015,11,2,2,143,175,14,109,2200,7,3.4,1017.4,1.9,0,"E",0.6
1341,2015,4,14,6,78,112,2,105,1300,3,4.5,1007.6,3.2,0,"SE",0.5
1342,2016,10,27,2,16,47,5,41,500,13,10.16666667,1025,1.8,0,"SE",2.1
1343,2013,11,1,20,183,122,25,106,1300,10.71,9.2,1020.7,6.1,0,"SE",0.8
1344,2015,3,2,22,6,18,4,20,300,64,7.9,1010.5,-16.4,0,"N",3.5
1345,2015,1,25,19,190,190,22,87,2000,2,1,1020,-3.7,0,"SW",1.7
1346,2017,1,25,23,268,268,36,96,4100,43,-4.825,1023.25,-8.7,0,"NE",1
1347,2016,9,2,15,3,20,2,10,400,86,28.1,998,13.6,0,"NE",1.5
1348,2017,2,10,21,7,20,5,19,300,60,1.7,1025,-23,0,"N",1.5
1349,2015,10,19,8,38,92,8,63,900,2,12.3,1014.3,5.9,0,"SE",0.8
1350,2017,1,7,20,138,138,13,72,300,2,1.8,1020.3,0.5,0,"E",0.9
1351,2016,8,8,15,23,23,2,14,600,166,32.6,1004.4,18.4,0,"E",2.5
1352,2016,2,11,4,171,171,91,92,4600,11,0.9,1012.4,-4.3,0,"E",0.8
1353,2016,12,23,11,14,21,6,31,500,42,0.5,1028,-14.7,0,"NE",2.5
1354,2015,10,31,15,26,47,6,52,400,57,14.9,1024.9,-5.5,0,"SW",2.4
1355,2015,10,20,1,147,197,15,106,2000,4,10.2,1011.9,9.1,0,"E",1.3
1356,2014,5,25,8,132,279,3,36,500,57,24,1003.2,2.7,0,"NW",2.8
1357,2013,11,30,13,14,28,15,12.9339,300,58,10.3,1019.2,-14.5,0,"NW",2.2
1358,2013,3,29,7,96,148,30,80,2100,3,3.4,1020.4,-4.6,0,"E",1.8
1359,2015,1,30,23,14,28,9,42,400,42,-4,1032,-22.6,0,"E",1.5
1360,2017,1,12,2,17,18,10,38,500,28,-1,1019,-12.5,0,"NE",1.6
1361,2014,12,6,9,38,50,36,75,1100,5,-4,1022,-18.3,0,"NW",1.9
1362,2014,4,12,22,88,148,32,99,1400,21,14,1012.4,1.6,0,"SE",1.2
1363,2015,1,18,19,14,230,2,17,300,78,3,1019,-15.2,0,"NW",9.8
1364,2015,9,17,3,157,171,5,125,1800,2,17.5,1013.4,15.8,0,"NE",1.3
1365,2016,4,12,10,81,81,9,52,800,26,8.2,1005.1,4.4,0.1,"NE",0.9
1366,2014,7,29,15,87,88,2,13,700,210,33.3,997.1,19.4,0,"S",1.9
1367,2016,3,7,0,113,246,52,107,2400,6,4.2,1013.1,-6.7,0,"E",1.2
1368,2013,8,16,1,49,49,3,11,600,123,27.2,994.3,25.8,0,"S",0.1
1369,2015,1,28,10,10,28,16,42,500,44,-2,1035,-19.9,0,"NE",1.7
1370,2016,3,26,13,11,25,4,17,300,86,16.9,1019.9,-10.8,0,"N",2.8
1371,2016,8,14,10,16,36,4,22,600,44,30,1003.1,17.5,0,"N",1.9
1372,2016,9,23,11,126,126,3,29,1100,108,22.075,1009,17.5,0,"NE",1.3
1373,2016,4,25,22,164,181,21,43,1000,131,17.2,1011.9,9.4,0,"SE",4.5
1374,2014,6,13,21,17,30,2,63,700,65,21.1,1004.2,17.3,0,"N",1.1
1375,2017,1,26,8,292,292,50,86,4700,4,-2.925,1017,-6.7,0,"NE",1.3
1376,2014,1,20,1,16,137,6,9,200,64,-0.2,1022.3,-17.9,0,"NW",5.3
1377,2013,7,9,1,148,88,4,90,1700,13,25.1,998.3,24.6,0,"E",1.9
1378,2016,6,3,6,78,131,20,118,1600,4,18.6,1002.8,10.7,0,"NE",0.3
1379,2015,4,24,17,42,239,6,33,500,139,25.5,1012.1,-0.6,0,"SW",4.3
1380,2016,7,5,1,113,113,8,31,1000,70,24.5,1005.8,20.4,0,"E",1.5
1381,2013,8,9,9,41,124,6,42,600,49,30.4,997.7,17.8,0,"NW",1.6
1382,2014,5,11,2,55,55,2,43,1300,48,10.3,1008.3,9.2,1.4,"N",2.1
1383,2014,10,8,19,371,382,7,173,2900,2,14.6,1014.3,13.8,0,"NW",0
1384,2016,3,14,7,93,121,15,74,2100,8,-1.4,1021,-6.2,0,"NE",1.2
1385,2016,12,9,12,11,12,6,24,400,56,3.9,1024.8,-13,0,"N",1.7
1386,2015,10,31,8,29,41,6,56,800,4,6,1029.3,-1.6,0,"E",0.7
1387,2015,7,4,13,24,31,6,24,400,96,25.7,1005.4,9.5,0,"SW",2.6
1388,2015,8,8,8,28,37,2,44,700,38,22.6,1009.9,19.2,0,"NE",1.1
1389,2015,8,28,14,7,7,2,13,400,158,32.2,1001.7,13.4,0,"NW",2.3
1390,2015,11,3,19,141,141,18,100,1200,47,10.2,1018.2,6,0,"SE",0.2
1391,2015,10,20,5,92,103,6,78,1200,2,10,1013.1,8.8,0,"S",0.6
1392,2014,5,12,7,54,65,2,58,1100,2,15.3,998.5,11.7,0,"SE",1.1
1393,2014,4,1,3,143,145,6,80,1400,2,8.5,1010.3,7.4,0,"E",0.9
1394,2017,1,4,22,372,372,9,127,8900,8,-1.5,1024.1,-2.5,0,"E",2.4
1395,2016,5,28,22,47,89,14,26,700,156,25.2,1000.1,12.4,0,"SW",3
1396,2016,6,21,21,21,44,2,43,600,111,28.2,996.6,15.5,0,"E",3.1
1397,2013,8,19,3,36,74,3,112,700,2,23.4,1006.1,18.1,0,"NE",0.6
1398,2014,5,14,1,26,180,2,26,100,79,19.2,1000.4,-5,0,"N",2.7
1399,2013,9,7,4,94,107,7,90,2200,1,18.1,1012.9,17.8,0,"E",0.7
1400,2016,9,17,12,20,20,2,30,600,42,22.8,1014.6,14.9,0,"E",1.6
1401,2014,4,1,6,141,149,7,91,1500,2,8.7,1010.9,8.1,0,"E",0.9
1402,2013,10,9,1,94,110,14,44,1200,11,13.1,1009.3,11.5,0,"E",0.9
1403,2016,10,25,6,92,133,2,47,1500,2,5.825,1010.75,5.2,0,"NW",0.6
1404,2016,7,12,12,24,24,2,26,600,59,25.4,997.5,21.7,0,"NW",3
1405,2015,11,5,20,26,26,3,29,400,26,3.5,1028.7,-0.3,0,"NE",3.5
1406,2013,12,25,12,241,285,113,141,4500,14,4,1020.5,-9.8,0,"NW",1.6
1407,2016,6,17,2,48,138,8,67,600,38,24.5,990.1,13.1,0,"NE",0.8
1408,2016,11,4,23,271,315,8,116,3800,4,6.6,1003.8,6,0,"E",1.1
1409,2015,6,12,22,9,15,5,34,500,85,24.9,994.9,11.1,0,"NW",3
1410,2016,9,30,2,124,206,12,114,1300,2,12.7,1012.7,10.4,0,"NE",0.2
1411,2013,5,13,5,70,133,52,111,1500,4,15.3,999.4,4.9,0,"W",1
1412,2014,4,21,22,58,113,8,67,600,80,17.8,1011,2.1,0,"W",1.5
1413,2015,9,23,7,14,14,2,28,500,38,16,1006.2,13.7,0,"N",1.3
1414,2016,9,7,13,42,53,10,29,700,137,29.2,1001.5,14.6,0,"SE",1.6
1415,2017,1,25,2,182,192,50,86,3700,5,-4.65,1031,-11.7,0,"NE",1.6
1416,2015,3,14,16,114,114,60,75,1400,60,10.7,1011.3,-8.1,0,"SW",2.2
1417,2017,1,22,1,13,28,14,53,800,24,-7.275,1031.5,-21.7,0,"NE",2
1418,2016,5,3,10,17,61,2,17,300,79,21.2,996.9,-2,0,"NW",4
1419,2016,7,26,9,16,24,2,27,500,69,28.7,1001.1,19.3,0,"E",1.2
1420,2015,3,18,9,30,30,23,88,1100,23,8.4,1014,-9.6,0,"S",1.6
1421,2015,11,20,15,101,101,21,48,2700,4,1,1022.9,-0.6,0,"E",1.7
1422,2016,6,30,8,55,55,2,65,900,14,22.7,999.7,19.1,0,"NE",2.2
1423,2017,1,10,21,86,118,15,89,1300,5,-0.525,1026,-12,0,"SW",0.6
1424,2017,1,4,9,399,399,10,139,8500,10,-2.9,1022.5,-4.2,0,"E",0.7
1425,2017,1,21,5,97,118,57,80,2300,7,-9.1,1023,-17.6,0,"NE",1.2
1426,2013,4,15,9,66,134,112,72,2299,38,13.6,1001.5,-3.7,0,"E",2.4
1427,2016,9,20,6,7,8,2,38,300,7,14.8,1017.3,10.2,0,"NE",1.3
1428,2015,3,8,12,178,178,34,46,1300,65,9.6,1017.9,-7.6,0,"NE",2.7
1429,2016,10,17,15,25,25,2,29,300,68,22.3,1015.2,3.4,0,"S",1.7
1430,2015,5,12,4,14,19,2,26,300,75,12.8,992.5,4,0,"N",0.9
1431,2014,3,9,3,101,104,56,104,2000,2,-3,1020.9,-9.3,0,"E",0.9
1432,2013,11,17,3,8,9,7,46,500,1.4994,-1.5,1018.6,-8.5,0,"W",0.5
1433,2016,2,29,5,19,24,8,70,700,18,-7,1031.3,-17.2,0,"E",1.1
1434,2016,6,1,1,24,34,10,34,1000,56,21,1008.2,3.2,0,"SE",1.3
1435,2014,3,29,5,15,64,8,14,300,54,12.4,1008.9,1.7,0,"E",1.9
1436,2013,4,27,0,29,79,42,55,500,82,15.9,1005.8,-0.8,0,"NE",1.4
1437,2013,4,9,11,12,26,3,20,300,95,11.1,1016.4,-9.9,0,"NW",5.7
1438,2016,7,27,5,59,86,2,87,1100,2,24.8,998.1,22.7,0,"NE",1
1439,2015,12,2,16,3,5,2,19,500,40,2.3,1015.5,-12.7,0,"NW",6.2
1440,2016,12,12,5,212,217,47,107,2700,6,1.4,1017.7,-4.7,0,"NW",0.9
1441,2013,11,22,5,103,90,36,69,2400,4.9266,-2.6,1022.3,-6.1,0,"NE",1
1442,2015,6,11,18,10,13,2,25,300,86,26.2,992.7,7.2,0,"N",3.1
1443,2015,7,10,7,53,82,9,44,700,26,23.4,1008.8,19.5,0,"E",1.7
1444,2016,9,28,19,13,37,2,50,600,30,13.5,1018.6,6.6,0,"SE",0.2
1445,2014,12,7,3,112,129,58,80,2300,2,-1,1021,-8.9,0,"E",1.3
1446,2016,8,17,14,84,105,7,96,1400,27,27.4,999.7,22.1,0,"NE",1.4
1447,2015,10,2,15,21,51,4,19,300,130,26.1,1004.3,5.1,0,"SW",3.5
1448,2014,1,11,19,219,289,148,125,3000,4,0.1,1025.3,-15.1,0,"W",2
1449,2014,3,10,0,44,75,24,69,1100,2,-0.7,1024.3,-4.6,0,"E",2.1
1450,2016,9,2,12,10,10,2,11,400,61,28.6,998.1,12.1,0,"N",2.1
1451,2015,8,15,0,49,129,5,78,900,83,23.9,1000.3,19.4,0,"SW",0.1
1452,2016,10,16,15,90,90,4,29,600,79,19.6,1011.9,12.6,0,"SW",2.1
1453,2016,6,24,4,53,67,2,93,1100,2,19.1,1002.1,17.2,0,"E",1.3
1454,2014,12,26,18,238,333,115,146,4100,2,-2,1023,-9.2,0,"NE",0.8
1455,2015,11,20,13,80,80,19,45,2700,5,0.7,1023,-0.5,0,"E",1.4
1456,2015,9,3,16,12,22,2,10,400,160,31.1,1008.4,15.9,0,"SE",1.8
1457,2013,5,8,6,118,133,29,72,1100,50,18.4,1011,9.5,0,"E",1.8
1458,2015,1,8,20,189,240,54,140,3800,2,-2,1025,-10.6,0,"E",1
1459,2017,2,15,5,250,250,33,110,3000,2,-2.7,1020.9,-6.2,0,"NE",0.1
1460,2014,3,9,4,67,57,43,95,1500,2,0.1,1021.2,-5.9,0,"NE",0.8
1461,2016,1,12,16,10,10,3,23,400,61,-1.6,1024.8,-24.2,0,"NW",3.5
1462,2015,1,7,10,39,84,39,86,2000,4,0,1028,-18.2,0,"E",1.2
1463,2014,8,13,0,13,163,2,18,400,110,20.9,1002.7,18.8,1,"E",2.4
1464,2017,2,7,15,41,48,17,26,800,61,2.9,1025.5,-9.1,0,"SE",1.6
1465,2014,6,16,9,169,227,7,50,1200,56,25.9,999.9,20,0,"E",1.4
1466,2014,7,16,16,158,158,12,41,1500,226,30.5,998.1,21.3,0,"SE",3
1467,2015,4,1,9,100,112,13,78,1100,14,10.4,1020,2,0,"SW",0.8
1468,2014,11,15,3,205,279,39,114,4000,4,3,1027,-6.2,0,"E",1.1
1469,2014,12,4,7,9,19,7,23,100,57,-4,1022,-24.3,0,"NW",5.5
1470,2014,9,22,12,105,166,23,83,3400,14,21.7,1013.9,17.5,0,"NE",1.7
1471,2016,3,11,6,21,51,6,59,600,21,-3.4,1023.2,-16,0,"NE",0.9
1472,2013,3,2,21,69,90,68,116,2200,6,0.5,1024.8,-15.1,0,"N",0.2
1473,2013,11,23,11,152,147,58,84.173,2300,13,11.3,1015.3,-4.8,0,"N",1
1474,2015,5,17,10,114,186,24,30,900,103,23.2,995.4,15.3,0,"SE",1.8
1475,2013,5,28,11,87,16,5,83,1300,9,21.8,1001.5,17.2,0.1,"N",1.5
1476,2014,4,13,7,158,206,16,94,1800,2,12.1,1014.5,6.4,0,"E",1.2
1477,2013,9,5,9,7,7,1,38,500,51,22.4,1011,15,0,"NE",3.7
1478,2015,2,12,16,33,40,18,46,700,85,6,1012,-14.2,0,"SW",2.5
1479,2015,11,25,18,15,26,5,22,400,45,-7.2,1028.4,-20.1,0,"NW",4.2
1480,2014,1,30,6,9,21,17,14,500,54,-2.6,1014,-15.3,0,"S",1.4
1481,2013,12,6,18,113,223,45,90.5373,1600,4,3.9,1014.7,-5.9,0,"E",0.7
1482,2015,9,11,23,6,6,2,72,700,5,16,1011.7,10.3,0,"NW",1.4
1483,2015,8,29,16,30,72,2,16,600,209,29.3,1003.6,16.8,0,"SW",3.1
1484,2014,2,11,7,101,95,54,78,3200,1,-9.7,1025.9,-15.2,0,"NE",0.7
1485,2013,5,30,16,39,76,10,27,500,188,34.2,999,0.7,0,"SW",3.9
1486,2014,7,10,2,34,99,5,117,900,2,23.1,997.3,19.1,0,"E",0.8
1487,2013,5,7,4,61,149,30,65,1300,85,16.6,1010.9,14.4,0,"E",0.4
1488,2014,1,27,14,141,176,115,83,1900,28,7.7,1012.3,-8.8,0,"E",3
1489,2014,10,5,1,69,69,2,55,1600,2,12.3,1018.5,11.7,0,"N",0.3
1490,2014,6,19,18,74,74,6,26,900,137,24.1,1000.7,17.8,0,"SE",1.6
1491,2014,1,21,1,9,6,11,17,300,54,-2.4,1030.3,-19.3,0,"NE",1.9
1492,2014,8,18,13,74,111,13,31,1000,207,29.5,1006.9,19.2,0,"S",1.6
1493,2015,4,16,12,6,42,2,15,300,88,17.1,1009.5,-13.7,0,"NW",5.6
1494,2013,7,19,18,107,83,5,42,900,191,29.4,997.2,21.4,0,"SW",0.5
1495,2015,3,7,0,322,322,73,123,3300,15,0,1012.7,-6.6,0,"NW",1
1496,2016,10,26,10,8,8,2,27,300,43,13.25,1021.25,-3,0,"NE",2.5
1497,2015,7,30,17,75,75,2,42,1500,101,23.1,1000.4,22.3,4.7,"E",3.6
1498,2013,3,21,22,188,190,29,120,1700,12,6.7,1007.7,-2,0,"N",2.3
1499,2017,1,22,20,58,81,24,84,1500,5,-2.82,1030.8,-19.3,0,"NE",1.7
1500,2016,4,7,8,74,223,8,66,700,20,17.8,1007.4,-5.5,0,"NW",3.5
